   1947.25    1488.90 
   1947.50    1496.90 
   1947.75    1500.50 
   1948.00    1524.30 
   1948.25    1546.60 
   1948.50    1571.10 
   1948.75    1577.60 
   1949.00    1580.50 
   1949.25    1558.20 
   1949.50    1553.60 
   1949.75    1570.70 
   1950.00    1553.90 
   1950.25    1618.40 
   1950.50    1667.20 
   1950.75    1733.10 
   1951.00    1763.90 
   1951.25    1782.90 
   1951.50    1814.90 
   1951.75    1851.60 
   1952.00    1855.80 
   1952.25    1876.70 
   1952.50    1878.20 
   1952.75    1889.90 
   1953.00    1951.90 
   1953.25    1987.40 
   1953.50    2004.30 
   1953.75    1990.20 
   1954.00    1958.60 
   1954.25    1949.70 
   1954.50    1952.60 
   1954.75    1973.70 
   1955.00    2014.10 
   1955.25    2071.60 
   1955.50    2104.30 
   1955.75    2132.40 
   1956.00    2143.90 
   1956.25    2136.40 
   1956.50    2152.80 
   1956.75    2150.80 
   1957.00    2184.10 
   1957.25    2198.80 
   1957.50    2195.00 
   1957.75    2215.50 
   1958.00    2189.20 
   1958.25    2131.00 
   1958.50    2143.60 
   1958.75    2190.90 
   1959.00    2239.70 
   1959.25    2286.20 
   1959.50    2345.50 
   1959.75    2345.50 
   1960.00    2354.10 
   1960.25    2405.40 
   1960.50    2393.90 
   1960.75    2398.90 
   1961.00    2369.30 
   1961.25    2383.70 
   1961.50    2427.10 
   1961.75    2467.20 
   1962.00    2517.50 
   1962.25    2561.00 
   1962.50    2590.30 
   1962.75    2615.70 
   1963.00    2625.10 
   1963.25    2654.80 
   1963.50    2688.20 
   1963.75    2739.80 
   1964.00    2760.30 
   1964.25    2823.20 
   1964.50    2855.70 
   1964.75    2894.70 
   1965.00    2900.50 
   1965.25    2974.00 
   1965.50    3014.60 
   1965.75    3073.60 
   1966.00    3144.50 
   1966.25    3222.60 
   1966.50    3234.80 
   1966.75    3254.70 
   1967.00    3283.70 
   1967.25    3313.40 
   1967.50    3310.70 
   1967.75    3336.60 
   1968.00    3360.80 
   1968.25    3429.20 
   1968.50    3488.30 
   1968.75    3513.40 
   1969.00    3528.10 
   1969.25    3582.20 
   1969.50    3590.60 
   1969.75    3610.30 
   1970.00    3593.30 
   1970.25    3589.10 
   1970.50    3597.40 
   1970.75    3628.30 
   1971.00    3587.60 
   1971.25    3691.30 
   1971.50    3712.80 
   1971.75    3738.40 
   1972.00    3749.20 
   1972.25    3823.40 
   1972.50    3910.00 
   1972.75    3950.70 
   1973.00    4018.70 
   1973.25    4125.00 
   1973.50    4168.30 
   1973.75    4158.00 
   1974.00    4192.50 
   1974.25    4168.10 
   1974.50    4176.50 
   1974.75    4126.50 
   1975.00    4098.00 
   1975.25    4040.10 
   1975.50    4075.60 
   1975.75    4148.40 
   1976.00    4206.70 
   1976.25    4304.20 
   1976.50    4341.20 
   1976.75    4362.00 
   1977.00    4398.40 
   1977.25    4457.60 
   1977.50    4535.90 
   1977.75    4616.40 
   1978.00    4616.60 
   1978.25    4636.00 
   1978.50    4804.80 
   1978.75    4854.60 
   1979.00    4925.80 
   1979.25    4939.60 
   1979.50    4949.30 
   1979.75    4995.60 
   1980.00    5011.40 
   1980.25    5028.80 
   1980.50    4922.50 
   1980.75    4911.30 
   1981.00    4986.30 
   1981.25    5086.40 
   1981.50    5048.10 
   1981.75    5110.50 
   1982.00    5056.80 
   1982.25    4969.40 
   1982.50    4996.90 
   1982.75    4963.40 
   1983.00    4964.80 
   1983.25    5021.50 
   1983.50    5142.20 
   1983.75    5233.90 
   1984.00    5342.00 
   1984.25    5452.60 
   1984.50    5544.30 
   1984.75    5591.10 
   1985.00    5627.10 
   1985.25    5664.30 
   1985.50    5710.90 
   1985.75    5788.60 
   1986.00    5839.60 
   1986.25    5887.30 
   1986.50    5901.90 
   1986.75    5959.00 
   1987.00    5981.70 
   1987.25    6027.60 
   1987.50    6095.80 
   1987.75    6145.80 
   1988.00    6254.10 
   1988.25    6302.00 
   1988.50    6372.80 
   1988.75    6402.00 
   1989.00    6487.40 
   1989.25    6565.60 
   1989.50    6599.70 
   1989.75    6633.40 
   1990.00    6663.40 
   1990.25    6743.60 
   1990.50    6760.80 
   1990.75    6742.60 
   1991.00    6713.30 
   1991.25    6667.40 
   1991.50    6692.10 
   1991.75    6704.70 
   1992.00    6749.40 
   1992.25    6811.10 
   1992.50    6873.80 
   1992.75    6923.30 
   1993.00    7015.10 
   1993.25    7020.90 
   1993.50    7056.00 
   1993.75    7092.40 
   1994.00    7182.10 
   1994.25    7249.80 
   1994.50    7346.30 
   1994.75    7385.10 
   1995.00    7476.00 
   1995.25    7510.20 
   1995.50    7528.60 
   1995.75    7572.30 
   1996.00    7645.20 
   1996.25    7703.10 
   1996.50    7820.40 
   1996.75    7853.50 
   1997.00    7947.90 
   1997.25    8025.10 
   1997.50    8145.60 
   1997.75    8225.10 
   1998.00    8276.90 
   1998.25    8405.40 
   1998.50    8448.70 
   1998.75    8517.60 
   1999.00    8662.00 
   1999.25    8755.50 
   1999.50    8801.80 
   1999.75    8906.40 
   2000.00    9071.10 
   2000.25    9119.70 
   2000.50    9233.00 
   2000.75    9238.20 
   2001.00    9274.00 
   2001.25    9241.70 
   2001.50    9224.30 
   2001.75    9199.80 
   2002.00    9283.50 
   2002.25    9367.50 
   2002.50    9376.70 
   2002.75    9477.90 
